order_id,region,country,shipping_mode,real_days,scheduled_days,delay_days,is_late,order_value_usd,item_quantity,co2_emission_tons
62952,Western Europe,Francia,First Class,2,1,1,1,387.9599915,4,0.0016
16564,Northern Europe,Reino Unido,First Class,2,1,1,1,383.9599915,4,0.0016
19162,Western Europe,Francia,First Class,2,1,1,1,377.9599915,4,0.0016
15610,Southern Europe,España,First Class,2,1,1,1,371.9599915,4,0.0016
68070,Western Europe,Alemania,First Class,2,1,1,1,363.9599915,4,0.0016
65130,Western Europe,Francia,First Class,2,1,1,1,327.9700012,4,0.0016
18765,Western Europe,Francia,First Class,2,1,1,1,175.8999939,4,0.0016
63237,Western Europe,Alemania,First Class,2,1,1,1,319.9700012,4,0.0016
67737,Western Europe,Alemania,First Class,2,1,1,1,237.5599976,4,0.0016
64618,Northern Europe,Reino Unido,First Class,2,1,1,1,235.1600037,4,0.0016
14937,Western Europe,Francia,First Class,2,1,1,1,235.1600037,4,0.0016
14689,Western Europe,Francia,First Class,2,1,1,1,232.7599945,4,0.0016
18725,Western Europe,Alemania,First Class,2,1,1,1,230.3600006,4,0.0016
12928,Northern Europe,Reino Unido,First Class,2,1,1,1,218.3600006,4,0.0016
18454,Western Europe,Francia,First Class,2,1,1,1,179.9700012,4,0.0016
63237,Western Europe,Alemania,First Class,2,1,1,1,200.0,4,0.0016
14937,Western Europe,Francia,First Class,2,1,1,1,148.7599945,4,0.0016
19144,Southern Europe,Italia,First Class,2,1,1,1,143.9600067,4,0.0016
20146,Western Europe,Alemania,First Class,2,1,1,1,140.7599945,4,0.0016
68055,Western Europe,Francia,First Class,2,1,1,1,139.1699982,4,0.0016
62221,Western Europe,Alemania,First Class,2,1,1,1,168.0,4,0.0016
17746,Western Europe,Austria,First Class,2,1,1,1,96.95999908,4,0.0016
15822,Southern Europe,Italia,First Class,2,1,1,1,92.95999908,4,0.0016
4377,Central America,México,First Class,2,1,1,1,199.1699982,4,0.0016
8086,Central America,Nicaragua,First Class,2,1,1,1,181.3999939,4,0.0016
6551,Central America,Panamá,First Class,2,1,1,1,126.6800003,4,0.0016
4066,Central America,Nicaragua,First Class,2,1,1,1,371.9599915,4,0.0016
52107,South America,Venezuela,First Class,2,1,1,1,371.9599915,4,0.0016
9402,Central America,México,First Class,2,1,1,1,347.9700012,4,0.0016
9774,Central America,México,First Class,2,1,1,1,339.9700012,4,0.0016
59674,Central America,México,First Class,2,1,1,1,319.9700012,4,0.0016
55484,Central America,El Salvador,First Class,2,1,1,1,299.9700012,4,0.0016
711,Central America,México,First Class,2,1,1,1,299.9700012,4,0.0016
226,Central America,México,First Class,2,1,1,1,239.9600067,4,0.0016
60140,Caribbean,Cuba,First Class,2,1,1,1,232.7599945,4,0.0016
58574,Central America,México,First Class,2,1,1,1,232.7599945,4,0.0016
9500,South America,Brasil,First Class,2,1,1,1,232.7599945,4,0.0016
1451,Central America,El Salvador,First Class,2,1,1,1,226.7599945,4,0.0016
9462,Central America,México,First Class,2,1,1,1,223.1600037,4,0.0016
52432,Central America,México,First Class,2,1,1,1,215.9600067,4,0.0016
9171,South America,Ecuador,First Class,2,1,1,1,215.9600067,4,0.0016
57238,Central America,México,First Class,2,1,1,1,201.5700073,4,0.0016
52824,Central America,México,First Class,2,1,1,1,201.5700073,4,0.0016
1972,Caribbean,Haití,First Class,2,1,1,1,179.9700012,4,0.0016
52432,Central America,México,First Class,2,1,1,1,196.0,4,0.0016
1478,South America,Colombia,First Class,2,1,1,1,196.0,4,0.0016
57874,Caribbean,Cuba,First Class,2,1,1,1,186.0,4,0.0016
52459,Central America,Honduras,First Class,2,1,1,1,145.5599976,4,0.0016
61394,South America,Brasil,First Class,2,1,1,1,182.0,4,0.0016
60395,South America,Ecuador,First Class,2,1,1,1,174.0,4,0.0016
60139,Central America,El Salvador,First Class,2,1,1,1,131.1699982,4,0.0016
58054,Central America,México,First Class,2,1,1,1,164.0,4,0.0016
6134,Central America,Honduras,First Class,2,1,1,1,164.0,4,0.0016
24301,Oceania,Australia,First Class,2,1,1,1,347.9700012,4,0.0016
44446,South Asia,Irán,First Class,2,1,1,1,235.1600037,4,0.0016
27292,South Asia,India,First Class,2,1,1,1,230.3600006,4,0.0016
27273,South Asia,India,First Class,2,1,1,1,227.9600067,4,0.0016
31289,Oceania,Nueva Zelanda,First Class,2,1,1,1,226.7599945,4,0.0016
27167,Southeast Asia,Filipinas,First Class,2,1,1,1,208.7700043,4,0.0016
49596,West Asia,Irak,First Class,2,1,1,1,200.0,4,0.0016
22037,South Asia,India,First Class,2,1,1,1,139.1699982,4,0.0016
20749,Oceania,Australia,First Class,2,1,1,1,134.3699951,4,0.0016
26626,Southeast Asia,Indonesia,First Class,2,1,1,1,164.0,4,0.0016
25042,South Asia,India,First Class,2,1,1,1,193.3999939,4,0.0016
47061,Central Asia,Uzbekistán,First Class,2,1,1,1,155.9700012,4,0.0016
33259,US Center ,Estados Unidos,First Class,2,1,1,1,139.1699982,4,0.0016
39401,West of USA ,Estados Unidos,First Class,2,1,1,1,117.5999985,4,0.0016
38175,US Center ,Estados Unidos,First Class,2,1,1,1,331.9700012,4,0.0016
33428,East of USA,Estados Unidos,First Class,2,1,1,1,230.3600006,4,0.0016
39611,US Center ,Estados Unidos,First Class,2,1,1,1,230.3600006,4,0.0016
32249,East of USA,Estados Unidos,First Class,2,1,1,1,227.9600067,4,0.0016
32411,West of USA ,Estados Unidos,First Class,2,1,1,1,215.9600067,4,0.0016
35110,US Center ,Estados Unidos,First Class,2,1,1,1,190.0,4,0.0016
38087,West of USA ,Estados Unidos,First Class,2,1,1,1,182.0,4,0.0016
39612,US Center ,Estados Unidos,First Class,2,1,1,1,174.0,4,0.0016
40391,US Center ,Estados Unidos,First Class,2,1,1,1,150.0,4,0.0016
40055,East of USA,Estados Unidos,First Class,2,1,1,1,94.45999908,4,0.0016
37324,West of USA ,Estados Unidos,First Class,2,1,1,1,90.95999908,4,0.0016
31572,West of USA ,Estados Unidos,First Class,2,1,1,1,80.04000092,4,0.0016
48052,North Africa,Marruecos,First Class,2,1,1,1,108.7099991,5,0.002
46620,Central Africa,Angola,First Class,2,1,1,1,134.3500061,5,0.002
47883,Central Africa,Gabón,First Class,2,1,1,1,419.9599915,5,0.002
45321,East Africa,Tanzania,First Class,2,1,1,1,419.9599915,5,0.002
48052,North Africa,Marruecos,First Class,2,1,1,1,263.9599915,5,0.002
49672,North Africa,Argelia,First Class,2,1,1,1,263.9599915,5,0.002
46620,Central Africa,Angola,First Class,2,1,1,1,260.9599915,5,0.002
43643,North Africa,Egipto,First Class,2,1,1,1,260.9599915,5,0.002
45171,East Africa,Zimbabue,First Class,2,1,1,1,189.9499969,5,0.002
47253,North Africa,Libia,First Class,2,1,1,1,236.25,5,0.002
45171,East Africa,Zimbabue,First Class,2,1,1,1,217.5,5,0.002
43903,West Africa,Nigeria,First Class,2,1,1,1,217.5,5,0.002
44913,Central Africa,Camerún,First Class,2,1,1,1,200.0,5,0.002
42974,North Africa,Marruecos,First Class,2,1,1,1,109.9599991,5,0.002
14037,Northern Europe,Reino Unido,First Class,2,1,1,1,181.9499969,5,0.002
19678,Southern Europe,Portugal,First Class,2,1,1,1,499.9500122,5,0.002
63030,Western Europe,Bélgica,First Class,2,1,1,1,499.9500122,5,0.002
13445,Western Europe,Países Bajos,First Class,2,1,1,1,494.9500122,5,0.002
14697,Southern Europe,Italia,First Class,2,1,1,1,489.9500122,5,0.002
16564,Northern Europe,Reino Unido,First Class,2,1,1,1,474.9500122,5,0.002
62147,Western Europe,Francia,First Class,2,1,1,1,424.9599915,5,0.002
19385,Western Europe,Francia,First Class,2,1,1,1,296.9500122,5,0.002
12783,Northern Europe,Reino Unido,First Class,2,1,1,1,293.9500122,5,0.002
62001,Western Europe,Alemania,First Class,2,1,1,1,293.9500122,5,0.002
65933,Western Europe,Francia,First Class,2,1,1,1,290.9500122,5,0.002
15296,Southern Europe,España,First Class,2,1,1,1,287.9500122,5,0.002
17333,Northern Europe,Reino Unido,First Class,2,1,1,1,283.4500122,5,0.002
16564,Northern Europe,Reino Unido,First Class,2,1,1,1,278.9500122,5,0.002
17746,Western Europe,Austria,First Class,2,1,1,1,278.9500122,5,0.002
15240,Northern Europe,Reino Unido,First Class,2,1,1,1,269.9599915,5,0.002
15610,Southern Europe,España,First Class,2,1,1,1,251.9600067,5,0.002
14310,Western Europe,Francia,First Class,2,1,1,1,251.9600067,5,0.002
68070,Western Europe,Alemania,First Class,2,1,1,1,245.9600067,5,0.002
66516,Western Europe,Alemania,First Class,2,1,1,1,250.0,5,0.002
67284,Western Europe,Francia,First Class,2,1,1,1,247.5,5,0.002
15240,Northern Europe,Reino Unido,First Class,2,1,1,1,195.9499969,5,0.002
17943,Western Europe,Francia,First Class,2,1,1,1,242.5,5,0.002
13117,Southern Europe,Italia,First Class,2,1,1,1,191.9499969,5,0.002
13117,Southern Europe,Italia,First Class,2,1,1,1,240.0,5,0.002
18725,Western Europe,Alemania,First Class,2,1,1,1,240.0,5,0.002
63838,Northern Europe,Reino Unido,First Class,2,1,1,1,237.5,5,0.002
12983,Southern Europe,Italia,First Class,2,1,1,1,237.5,5,0.002
68070,Western Europe,Alemania,First Class,2,1,1,1,188.9499969,5,0.002
15500,Western Europe,Francia,First Class,2,1,1,1,236.25,5,0.002
67619,Western Europe,Francia,First Class,2,1,1,1,232.5,5,0.002
13750,Western Europe,Alemania,First Class,2,1,1,1,227.5,5,0.002
67409,Western Europe,Austria,First Class,2,1,1,1,227.5,5,0.002
65933,Western Europe,Francia,First Class,2,1,1,1,179.9600067,5,0.002
18951,Western Europe,Francia,First Class,2,1,1,1,169.9600067,5,0.002
62035,Western Europe,Francia,First Class,2,1,1,1,169.9600067,5,0.002
17385,Southern Europe,España,First Class,2,1,1,1,207.5,5,0.002
62001,Western Europe,Alemania,First Class,2,1,1,1,165.9600067,5,0.002
11668,Western Europe,Alemania,First Class,2,1,1,1,207.5,5,0.002
62035,Western Europe,Francia,First Class,2,1,1,1,200.0,5,0.002
11059,Southern Europe,Italia,First Class,2,1,1,1,187.5,5,0.002
18299,Northern Europe,Reino Unido,First Class,2,1,1,1,77.55000305,5,0.002
60958,Central America,Honduras,First Class,2,1,1,1,474.9500122,5,0.002
52459,Central America,Honduras,First Class,2,1,1,1,439.9599915,5,0.002
52824,Central America,México,First Class,2,1,1,1,424.9599915,5,0.002
9249,Central America,México,First Class,2,1,1,1,299.9500122,5,0.002
55291,Caribbean,República Dominicana,First Class,2,1,1,1,284.9500122,5,0.002
4066,Central America,Nicaragua,First Class,2,1,1,1,278.9500122,5,0.002
758,South America,Argentina,First Class,2,1,1,1,254.9600067,5,0.002
8297,Central America,Guatemala,First Class,2,1,1,1,248.9600067,5,0.002
688,Central America,Nicaragua,First Class,2,1,1,1,239.9600067,5,0.002
3565,Central America,El Salvador,First Class,2,1,1,1,250.0,5,0.002
52327,South America,Brasil,First Class,2,1,1,1,242.5,5,0.002
59581,Central America,México,First Class,2,1,1,1,240.0,5,0.002
10169,South America,Brasil,First Class,2,1,1,1,240.0,5,0.002
9576,Central America,Guatemala,First Class,2,1,1,1,237.5,5,0.002
8090,Central America,Panamá,First Class,2,1,1,1,236.25,5,0.002
7320,Central America,Honduras,First Class,2,1,1,1,232.5,5,0.002
6551,Central America,Panamá,First Class,2,1,1,1,227.5,5,0.002
58574,Central America,México,First Class,2,1,1,1,175.9600067,5,0.002
59770,South America,Brasil,First Class,2,1,1,1,217.5,5,0.002
3330,Caribbean,República Dominicana,First Class,2,1,1,1,200.0,5,0.002
4313,Central America,Panamá,First Class,2,1,1,1,187.5,5,0.002
9660,Central America,México,First Class,2,1,1,1,187.5,5,0.002
9171,South America,Ecuador,First Class,2,1,1,1,104.4499969,5,0.002
1282,South America,Brasil,First Class,2,1,1,1,106.2099991,5,0.002
3565,Central America,El Salvador,First Class,2,1,1,1,93.70999908,5,0.002
24642,Eastern Asia,China,First Class,2,1,1,1,263.9599915,5,0.002
20419,Oceania,Australia,First Class,2,1,1,1,227.5,5,0.002
24642,Eastern Asia,China,First Class,2,1,1,1,169.9600067,5,0.002
25868,Eastern Asia,China,First Class,2,1,1,1,499.9500122,5,0.002
24301,Oceania,Australia,First Class,2,1,1,1,213.6999969,5,0.002
28852,South Asia,India,First Class,2,1,1,1,449.9599915,5,0.002
23317,Southeast Asia,Indonesia,First Class,2,1,1,1,419.9599915,5,0.002
23317,Southeast Asia,Indonesia,First Class,2,1,1,1,414.9599915,5,0.002
45355,West Asia,Turquía,First Class,2,1,1,1,287.9500122,5,0.002
47295,West Asia,Turquía,First Class,2,1,1,1,278.9500122,5,0.002
48313,West Asia,Emiratos Árabes Unidos,First Class,2,1,1,1,272.9500122,5,0.002
21782,Eastern Asia,China,First Class,2,1,1,1,254.9600067,5,0.002
47061,Central Asia,Uzbekistán,First Class,2,1,1,1,248.9600067,5,0.002
47061,Central Asia,Uzbekistán,First Class,2,1,1,1,245.9600067,5,0.002
29843,Eastern Asia,Japón,First Class,2,1,1,1,245.9600067,5,0.002
25367,Oceania,Australia,First Class,2,1,1,1,245.9600067,5,0.002
27273,South Asia,India,First Class,2,1,1,1,250.0,5,0.002
46002,West Asia,Arabia Saudí,First Class,2,1,1,1,247.5,5,0.002
21782,Eastern Asia,China,First Class,2,1,1,1,232.5,5,0.002
28852,South Asia,India,First Class,2,1,1,1,217.5,5,0.002
21782,Eastern Asia,China,First Class,2,1,1,1,163.9600067,5,0.002
27292,South Asia,India,First Class,2,1,1,1,205.0,5,0.002
42207,West Asia,Israel,First Class,2,1,1,1,163.9600067,5,0.002
24301,Oceania,Australia,First Class,2,1,1,1,99.94999695,5,0.002
25578,Southeast Asia,Indonesia,First Class,2,1,1,1,124.9499969,5,0.002
40241,West of USA ,Estados Unidos,First Class,2,1,1,1,439.9599915,5,0.002
37700,South of  USA ,Estados Unidos,First Class,2,1,1,1,399.9599915,5,0.002
35178,West of USA ,Estados Unidos,First Class,2,1,1,1,299.9500122,5,0.002
39827,US Center ,Estados Unidos,First Class,2,1,1,1,269.9599915,5,0.002
34800,US Center ,Estados Unidos,First Class,2,1,1,1,269.9599915,5,0.002
35178,West of USA ,Estados Unidos,First Class,2,1,1,1,247.5,5,0.002
38476,East of USA,Estados Unidos,First Class,2,1,1,1,245.0,5,0.002
39752,West of USA ,Estados Unidos,First Class,2,1,1,1,242.5,5,0.002
35110,US Center ,Estados Unidos,First Class,2,1,1,1,236.25,5,0.002
35975,West of USA ,Estados Unidos,First Class,2,1,1,1,181.9499969,5,0.002
37324,West of USA ,Estados Unidos,First Class,2,1,1,1,227.5,5,0.002
33384,East of USA,Estados Unidos,First Class,2,1,1,1,220.0,5,0.002
33384,East of USA,Estados Unidos,First Class,2,1,1,1,217.5,5,0.002
32249,East of USA,Estados Unidos,First Class,2,1,1,1,210.0,5,0.002
40010,West of USA ,Estados Unidos,First Class,2,1,1,1,165.9600067,5,0.002
35487,East of USA,Estados Unidos,First Class,2,1,1,1,149.9600067,5,0.002
44142,West Africa,Ghana,Same Day,0,0,0,0,129.9900055,1,0.0009
49899,Central Africa,Angola,Same Day,0,0,0,0,116.9899979,1,0.0009
45329,West Africa,Nigeria,Same Day,1,0,1,1,113.0899963,1,0.0009
49586,North Africa,Marruecos,Same Day,1,0,1,1,107.8899994,1,0.0009
43448,West Africa,Costa de Marfil,Same Day,0,0,0,0,35.99000168,1,0.0009
41932,East Africa,Somalia,Same Day,0,0,0,0,260.980011,1,0.0009
49899,Central Africa,Angola,Same Day,0,0,0,0,254.9799957,1,0.0009
45191,North Africa,Egipto,Same Day,1,0,1,1,224.9900055,1,0.0009
69052,Northern Europe,Reino Unido,Same Day,1,0,1,1,27.96999931,1,0.0009
69261,Western Europe,Alemania,Same Day,0,0,0,0,57.90000153,1,0.0009
49084,Eastern Europe,Rusia,Same Day,0,0,0,0,126.0899963,1,0.0009
69260,Western Europe,Alemania,Same Day,0,0,0,0,57.31000137,1,0.0009
14141,Western Europe,Francia,Same Day,0,0,0,0,124.7900009,1,0.0009
14141,Western Europe,Francia,Same Day,0,0,0,0,123.4899979,1,0.0009
19059,Western Europe,Alemania,Same Day,0,0,0,0,114.3899994,1,0.0009
16573,Southern Europe,Italia,Same Day,1,0,1,1,107.8899994,1,0.0009
19101,Southern Europe,España,Same Day,1,0,1,1,103.9899979,1,0.0009
18374,Northern Europe,Irlanda,Same Day,0,0,0,0,97.48999786,1,0.0009
66343,Northern Europe,Reino Unido,Same Day,0,0,0,0,50.0,1,0.0009
66463,Western Europe,Francia,Same Day,0,0,0,0,44.0,1,0.0009
10926,Northern Europe,Suecia,Same Day,0,0,0,0,34.79000092,1,0.0009
16573,Southern Europe,Italia,Same Day,1,0,1,1,41.0,1,0.0009
43943,Eastern Europe,Rusia,Same Day,0,0,0,0,284.980011,1,0.0009
43943,Eastern Europe,Rusia,Same Day,0,0,0,0,283.480011,1,0.0009
10926,Northern Europe,Suecia,Same Day,0,0,0,0,377.980011,1,0.0009
18374,Northern Europe,Irlanda,Same Day,0,0,0,0,278.980011,1,0.0009
15563,Northern Europe,Reino Unido,Same Day,0,0,0,0,272.980011,1,0.0009
19101,Southern Europe,España,Same Day,1,0,1,1,359.980011,1,0.0009
17127,Southern Europe,Italia,Same Day,0,0,0,0,339.980011,1,0.0009
17127,Southern Europe,Italia,Same Day,0,0,0,0,335.980011,1,0.0009
66964,Western Europe,Alemania,Same Day,1,0,1,1,251.9799957,1,0.0009
66964,Western Europe,Alemania,Same Day,1,0,1,1,248.9799957,1,0.0009
10661,Western Europe,Alemania,Same Day,1,0,1,1,319.980011,1,0.0009
65727,Southern Europe,España,Same Day,0,0,0,0,224.9900055,1,0.0009
61757,Southern Europe,España,Same Day,0,0,0,0,224.9900055,1,0.0009
14710,Western Europe,Alemania,Same Day,1,0,1,1,299.9899902,1,0.0009
68957,Western Europe,Francia,Same Day,1,0,1,1,25.79999924,1,0.0009
69307,Northern Europe,Reino Unido,Same Day,1,0,1,1,10.27000046,1,0.0009
69342,Western Europe,Francia,Same Day,0,0,0,0,10.15999985,1,0.0009
6516,Central America,Panamá,Same Day,0,0,0,0,103.9899979,1,0.0009
6516,Central America,Panamá,Same Day,0,0,0,0,399.980011,1,0.0009
3544,Central America,México,Same Day,1,0,1,1,94.98999786,1,0.0009
61452,South America,Brasil,Same Day,0,0,0,0,84.98999786,1,0.0009
55022,Caribbean,República Dominicana,Same Day,0,0,0,0,129.9900055,1,0.0009
55411,Central America,México,Same Day,1,0,1,1,129.9900055,1,0.0009
3322,Central America,El Salvador,Same Day,0,0,0,0,128.6900024,1,0.0009
55323,South America,Brasil,Same Day,1,0,1,1,58.18999863,1,0.0009
3544,Central America,México,Same Day,1,0,1,1,124.7900009,1,0.0009
59058,South America,Brasil,Same Day,0,0,0,0,124.7900009,1,0.0009
54052,South America,Brasil,Same Day,0,0,0,0,122.8399963,1,0.0009
6480,South America,Brasil,Same Day,1,0,1,1,118.2900009,1,0.0009
59040,Central America,Honduras,Same Day,1,0,1,1,113.0899963,1,0.0009
59511,South America,Argentina,Same Day,1,0,1,1,113.0899963,1,0.0009
57300,South America,Colombia,Same Day,0,0,0,0,50.99000168,1,0.0009
53772,Caribbean,Cuba,Same Day,1,0,1,1,107.8899994,1,0.0009
53087,Central America,México,Same Day,1,0,1,1,107.8899994,1,0.0009
10269,South America,Brasil,Same Day,1,0,1,1,39.99000168,1,0.0009
59511,South America,Argentina,Same Day,1,0,1,1,45.0,1,0.0009
51458,Caribbean,República Dominicana,Same Day,0,0,0,0,43.5,1,0.0009
6480,South America,Brasil,Same Day,1,0,1,1,299.980011,1,0.0009
5962,Central America,México,Same Day,0,0,0,0,391.980011,1,0.0009
5813,Central America,Honduras,Same Day,1,0,1,1,379.980011,1,0.0009
53772,Caribbean,Cuba,Same Day,1,0,1,1,278.980011,1,0.0009
53772,Caribbean,Cuba,Same Day,1,0,1,1,272.980011,1,0.0009
3052,Central America,México,Same Day,1,0,1,1,359.980011,1,0.0009
59058,South America,Brasil,Same Day,0,0,0,0,263.980011,1,0.0009
59511,South America,Argentina,Same Day,1,0,1,1,263.980011,1,0.0009
10269,South America,Brasil,Same Day,1,0,1,1,260.980011,1,0.0009
59058,South America,Brasil,Same Day,0,0,0,0,260.980011,1,0.0009
59058,South America,Brasil,Same Day,0,0,0,0,254.9799957,1,0.0009
51727,South America,Argentina,Same Day,0,0,0,0,254.9799957,1,0.0009
3544,Central America,México,Same Day,1,0,1,1,335.980011,1,0.0009
1054,South America,Brasil,Same Day,0,0,0,0,251.9799957,1,0.0009
9584,South America,Brasil,Same Day,1,0,1,1,331.980011,1,0.0009
75398,Eastern Asia,China,Same Day,1,0,1,1,213.7299957,1,0.0009
75512,South Asia,Pakistán,Same Day,0,0,0,0,79.76000214,1,0.0009
75690,Oceania,Australia,Same Day,1,0,1,1,76.80000305,1,0.0009
45885,West Asia,Arabia Saudí,Same Day,1,0,1,1,27.19000053,1,0.0009
23678,Oceania,Australia,Same Day,1,0,1,1,79.98999786,1,0.0009
30605,Oceania,Nueva Zelanda,Same Day,1,0,1,1,58.79000092,1,0.0009
21927,South Asia,India,Same Day,0,0,0,0,57.59000015,1,0.0009
21927,South Asia,India,Same Day,0,0,0,0,56.99000168,1,0.0009
27845,Southeast Asia,Indonesia,Same Day,0,0,0,0,122.8399963,1,0.0009
22556,Oceania,Australia,Same Day,0,0,0,0,55.79000092,1,0.0009
25930,South Asia,India,Same Day,1,0,1,1,120.8899994,1,0.0009
26570,South Asia,Pakistán,Same Day,1,0,1,1,120.8899994,1,0.0009
26568,Oceania,Australia,Same Day,1,0,1,1,118.2900009,1,0.0009
24308,Eastern Asia,China,Same Day,1,0,1,1,110.4899979,1,0.0009
21029,Eastern Asia,China,Same Day,1,0,1,1,109.1900024,1,0.0009
30096,Eastern Asia,China,Same Day,0,0,0,0,107.8899994,1,0.0009
21029,Eastern Asia,China,Same Day,1,0,1,1,107.8899994,1,0.0009
21029,Eastern Asia,China,Same Day,1,0,1,1,106.5899963,1,0.0009
73741,Eastern Asia,China,Same Day,0,0,0,0,176.9700012,1,0.0009
21056,Southeast Asia,Filipinas,Same Day,0,0,0,0,106.5899963,1,0.0009
25896,Southeast Asia,Singapur,Same Day,0,0,0,0,44.0,1,0.0009
26568,Oceania,Australia,Same Day,1,0,1,1,37.5,1,0.0009
75136,Eastern Asia,China,Same Day,1,0,1,1,452.6900024,1,0.0009
72063,Southeast Asia,Filipinas,Same Day,1,0,1,1,447.3699951,1,0.0009
44058,West Asia,Irak,Same Day,0,0,0,0,20.48999977,1,0.0009
25896,Southeast Asia,Singapur,Same Day,0,0,0,0,17.59000015,1,0.0009
30945,Oceania,Nueva Zelanda,Same Day,1,0,1,1,299.980011,1,0.0009
28512,South Asia,India,Same Day,0,0,0,0,290.980011,1,0.0009
23935,Southeast Asia,Singapur,Same Day,0,0,0,0,284.980011,1,0.0009
48507,West Asia,Siria,Same Day,0,0,0,0,284.980011,1,0.0009
20951,Southeast Asia,Indonesia,Same Day,1,0,1,1,269.980011,1,0.0009
44058,West Asia,Irak,Same Day,0,0,0,0,269.980011,1,0.0009
20510,Oceania,Australia,Same Day,0,0,0,0,254.9799957,1,0.0009
21092,Oceania,Australia,Same Day,1,0,1,1,251.9799957,1,0.0009
20510,Oceania,Australia,Same Day,0,0,0,0,251.9799957,1,0.0009
23397,South Asia,India,Same Day,1,0,1,1,251.9799957,1,0.0009
21029,Eastern Asia,China,Same Day,1,0,1,1,327.980011,1,0.0009
74016,Eastern Asia,China,Same Day,0,0,0,0,28.28000069,1,0.0009
73977,South Asia,India,Same Day,1,0,1,1,27.04000092,1,0.0009
76778,South Asia,India,Same Day,1,0,1,1,38.95999908,1,0.0009
74263,Oceania,Australia,Same Day,0,0,0,0,10.84000015,1,0.0009
76776,South Asia,India,Same Day,1,0,1,1,38.15999985,1,0.0009
72666,South Asia,India,Same Day,1,0,1,1,247.6199951,1,0.0009
72786,Oceania,Australia,Same Day,0,0,0,0,226.7700043,1,0.0009
72785,Oceania,Australia,Same Day,0,0,0,0,221.5500031,1,0.0009
76786,Oceania,Australia,Same Day,1,0,1,1,33.79000092,1,0.0009
71683,Eastern Asia,China,Same Day,0,0,0,0,136.4400024,1,0.0009
75079,South Asia,Pakistán,Same Day,1,0,1,1,131.5,1,0.0009
39278,East of USA,Estados Unidos,Same Day,0,0,0,0,129.9900055,1,0.0009
36439,East of USA,Estados Unidos,Same Day,1,0,1,1,57.59000015,1,0.0009
37840,West of USA ,Estados Unidos,Same Day,0,0,0,0,123.4899979,1,0.0009
37838,West of USA ,Estados Unidos,Same Day,0,0,0,0,122.8399963,1,0.0009
36439,East of USA,Estados Unidos,Same Day,1,0,1,1,120.8899994,1,0.0009
40170,East of USA,Estados Unidos,Same Day,0,0,0,0,114.3899994,1,0.0009
40170,East of USA,Estados Unidos,Same Day,0,0,0,0,113.0899963,1,0.0009
39051,East of USA,Estados Unidos,Same Day,0,0,0,0,107.8899994,1,0.0009
31707,West of USA ,Estados Unidos,Same Day,1,0,1,1,106.5899963,1,0.0009
35568,East of USA,Estados Unidos,Same Day,0,0,0,0,103.9899979,1,0.0009
40961,West of USA ,Estados Unidos,Same Day,1,0,1,1,103.9899979,1,0.0009
35316,South of  USA ,Estados Unidos,Same Day,1,0,1,1,97.48999786,1,0.0009
37838,West of USA ,Estados Unidos,Same Day,0,0,0,0,38.79000092,1,0.0009
40961,West of USA ,Estados Unidos,Same Day,1,0,1,1,35.99000168,1,0.0009
38778,West of USA ,Estados Unidos,Same Day,0,0,0,0,22.0,1,0.0009
40339,West of USA ,Estados Unidos,Same Day,1,0,1,1,37.5,1,0.0009
35316,South of  USA ,Estados Unidos,Same Day,1,0,1,1,254.9799957,1,0.0009
36439,East of USA,Estados Unidos,Same Day,1,0,1,1,245.9799957,1,0.0009
44142,West Africa,Ghana,Same Day,0,0,0,0,71.98000336,2,0.0018
49586,North Africa,Marruecos,Same Day,1,0,1,1,173.9799957,2,0.0018
48516,East Africa,Ruanda,Same Day,0,0,0,0,116.3799973,2,0.0018
45191,North Africa,Egipto,Same Day,1,0,1,1,116.3799973,2,0.0018
46134,East Africa,Mozambique,Same Day,0,0,0,0,67.98000336,2,0.0018
47358,West Africa,Liberia,Same Day,0,0,0,0,52.45999908,2,0.0018
68254,Western Europe,Alemania,Same Day,0,0,0,0,95.98000336,2,0.0018
15563,Northern Europe,Reino Unido,Same Day,0,0,0,0,173.9799957,2,0.0018
66964,Western Europe,Alemania,Same Day,1,0,1,1,142.4900055,2,0.0018
19101,Southern Europe,España,Same Day,1,0,1,1,115.1800003,2,0.0018
65753,Northern Europe,Reino Unido,Same Day,1,0,1,1,113.9800034,2,0.0018
63016,Western Europe,Alemania,Same Day,1,0,1,1,113.3799973,2,0.0018
16450,Northern Europe,Reino Unido,Same Day,0,0,0,0,95.98000336,2,0.0018
14747,Western Europe,Alemania,Same Day,0,0,0,0,95.0,2,0.0018
14710,Western Europe,Alemania,Same Day,1,0,1,1,65.58000183,2,0.0018
19059,Western Europe,Alemania,Same Day,0,0,0,0,63.97999954,2,0.0018
9585,Central America,México,Same Day,1,0,1,1,58.18000031,2,0.0018
2960,Central America,México,Same Day,0,0,0,0,111.5800018,2,0.0018
2960,Central America,México,Same Day,0,0,0,0,43.97999954,2,0.0018
6158,South America,Argentina,Same Day,1,0,1,1,113.3799973,2,0.0018
52997,Central America,El Salvador,Same Day,1,0,1,1,47.25,2,0.0018
10269,South America,Brasil,Same Day,1,0,1,1,71.98000336,2,0.0018
61261,Central America,El Salvador,Same Day,0,0,0,0,84.0,2,0.0018
7246,South America,Brasil,Same Day,1,0,1,1,82.0,2,0.0018
55323,South America,Brasil,Same Day,1,0,1,1,48.47999954,2,0.0018
